Material,Material Description,Material T,Long Text,CTL,MRP group,Batch #,C/N,Product Hi,Storage Lo,Storage Bi,ABC Indica,ELV ROHS,Lead Free,Plant,Vendor,Vendor Name,CBC Code:,Prodn Supe,Purch. Gro,Profit Cen,Ctry of or,Revision L,Spl. Stock,Sales Orde,Sales Orde.1,Customer,Planning l,VMSS Indic,GPL Code,VSM Name,Global Por,Manufacture Part No,Catalog No,UOM,Unrestrict,Restricted,QC Stock,Inv Value,Safety Sto,SS %,Stock in t,Blocked St,Blocked St.1,Date of Ma,Last goods,End of lif
21-1018291-00221,Formabetet,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1018291-00221,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,06/20/2024,
2341026-2,CONTACT ANGLE-PLATED,ZHLB,,A05,Z501,81454479,,Y371,PE01,,C,C,N,822,,,42265,,IBZ,101,IN,B,,,,,AUT SHIRWAL,,AK2,,,,2341026-2,PC,"9,397",0,0,25870.5,0,0.00,0,0.000,0.0,04/16/2025,05/14/2025,
2321109-5,"CONVOL.TUBE,PPAE BKWH 7MM ID L-130MM",ZHLB,,A05,Z630,56721990,,L727,PE01,,C,N,N,822,,,43058,,G63,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2321109-5,PC,"8,000",0,0,7370.88,0,0.00,0,0.000,0.0,06/08/2024,06/08/2024,
1203431-7,"WIRE,FLRY-B,0.5,BLUE",ZHLB,,A05,Z501,87042485,,L727,PE01,,C,C,X,822,,,43058,AE9,IH7,101,IN,NR,,,,,AUT SHIRWAL,,895,,,,1203431-7,M,"17,000",0,0,79475.85,0,0.00,0,0.000,0.0,07/01/2025,07/01/2025,
5-1203466-3,WIRE FLRY-B 0.5MM2 WHITE-Leoni,ZHLB,,A04,Z501,76376181,,M289,PE01,,C,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,5-1203466-3,M,483.685,0,0,2585.09,0,0.00,0,0.000,0.0,01/30/2025,01/30/2025,
956311-1,"WIRE 0,22MM?FLRY",ZHLB,,A04,Z501,42112624,,A215,PE01,,B,C,X,822,,,41328,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,C89,,,,956311-1,M,0.700,0,0,2.11,0,0.00,0,0.000,0.0,12/12/2022,12/12/2022,
21-1959092-00711,Torpedo 09TI-T-01,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1959092-00711,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,02/10/2025,
2-1203458-7,"WIRE, FLRY-A, 0.35SQMM, RED-GRAY",ZHLB,,A05,Z501,87343204,,L727,PE03,,C,C,N,822,,,43058,,IBY,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2-1203458-7,M,182.500,0,0,634.74,0,0.00,0,0.000,0.0,07/07/2025,07/07/2025,
2288404-1,"24POS,TAB0.64X0.64,HEADER HSG",ZHLB,,A07,Z500,88912138,,J767,PE01,,A,C,N,822,,,43110,AE9,IH0,101,IN,A,,,,,AUT SHIRWAL,,N18,,,,2288404-1,PC,"33,000",0,0,127710.0,0,0.00,0,0.000,0.0,07/28/2025,07/30/2025,
1670990-2,10POS MQS REC COD B,ZHLB,,A03,Z501,82054808,,M133,PE01,,C,C,X,822,,,43169,,IBY,101,HU,A,,,,,AUT SHIRWAL,,N02,,1.0,,1670990-2,PC,"14,000",0,0,28931.84,0,0.00,0,0.000,0.0,04/25/2025,07/26/2025,
29-0138550-10411,Core Sub Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,,,,,,,AUT SHIRWAL,,350,,,,29-0138550-10411,PC,12,0,0,0.0,0,0.00,0,0.000,0.0,,,
21-1096903-00500,SIDECORE INSERT,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1096903-00500,PC,7,0,0,0.07,0,0.00,0,0.000,0.0,,08/27/2024,
2066554-1,Hellermann Edge clip 151-00151,ZHLB,,A05,Z501,86538816,,M289,PE01,,B,C,N,822,,,43186,AE9,G63,101,SG,A,,,,,AUT SHIRWAL,,N03,,,,2066554-1,PC,"15,398",0,0,132476.23,0,0.00,0,0.000,0.0,06/23/2025,06/23/2025,
21-0396765-00205,Formkern AS,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-0396765-00205,PC,9,0,0,0.09,0,0.00,0,0.000,0.0,,,
2454609-1,PCB ASSY DC CCS2 INLET NTC 1,ZHLB,,A11,Z501,87815607,,J880,PE01,,B,C,N,822,,,14003,,IJX,101,IN,A,,,,,AUT SHIRWAL,,P27,,,,2454609-1,PC,450,0,0,50123.75,0,0.00,0,0.000,0.0,07/14/2025,07/14/2025,
51-1014642-50432,Anschlag,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-50432,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
29-1819133-10511,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819133-10511,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
29-1819019-10646,WEDGE,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-10646,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
28-1819186-00314,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819186-00314,PC,2,0,0,0.0,0,0.00,0,0.000,0.0,,,
21-1943817-60700,EJECTOR PIN ABS CASE HSG,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1943817-60700,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
CQ69643001,55E0111-2.50-3(B01)CK0382,ZFRT,,A03,Z501,83823128,,B914,PE01,,C,C,X,822,,,13011,,IBY,101,GB,A,,,,,AUT SHIRWAL,,572,,,,55E0111-2.50-3(B01)CK0382,M,"6,000",0,0,319758.96,0,0.00,0,0.000,0.0,06/04/2025,06/20/2025,
2317030-7,"DISCR WIRE,0.22 SQMM,BLUE",ZHLB,,A04,Z501,78912627,,M248,PE01,,C,C,N,822,,,43058,,IIS,101,PT,A,,,,,AUT SHIRWAL,,895,,,,2317030-7,M,"11,999",0,0,47919.45,0,0.00,0,0.000,0.0,03/11/2025,03/11/2025,
2379952-1,WH MATS TATA TIAGO CNG VDC BS-VI VARIANT,ZFRT,,F03,Z200,87987390,,L727,PE01,,B,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2379952-1,PC,90,0,0,32733.0,0,0.00,0,0.000,0.0,07/16/2025,07/18/2025,
28-1819187-00357,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819187-00357,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,,
21-1018599-00162,EJECTOR,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,21-1018599-00162,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,07/25/2025,
28-1956025-00320,Lifter,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1956025-00320,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
1-1203431-7,"WIRE,FLRY-B,0.5,BLACK/YELLOW",ZHLB,,A05,Z501,24092024,,M289,PE01,,C,C,X,822,,,43186,AE9,IH7,101,,NR,,,,,AUT SHIRWAL,,N03,,,,1-1203431-7,M,"1,619.124",0,0,7569.49,0,0.00,0,0.000,0.0,,09/24/2024,
2329100-1,WIRING HARNESS MAHLE TATA Q5 REAR AC,ZFRT,,F03,Z200,85058653,,L727,PE01,,B,C,N,822,,,43058,AE9,,101,IN,D,,,,,AUT SHIRWAL FG,,895,,7.0,,2329100-1,PC,"1,200",0,0,258206.46,0,0.00,0,0.000,0.0,06/02/2025,06/27/2025,
51-1014642-50261,Nachdruckstempel,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-50261,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,,
28-1209706-0111A,CAVITY INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209706-0111A,PC,3,0,0,0.03,0,0.00,0,0.000,0.0,,,
1-2236793-3,SMARTSEAL TERMINAL,ZFRT,,A11,Z501,A120000370,,J152,PE01,,C,C,N,822,,,42073,,IBY,101,ES,B,,,,,AUT SHIRWAL,,J14,,,,1-2236793-3,PC,"8,300",0,0,15476.68,0,0.00,0,0.000,0.0,06/27/2025,07/03/2022,
7-1203515-2,LOCK FOR BLOWER MOTOR,ZHLB,,A05,Z501,58308772,,M289,PE01,,C,C,X,822,,,43186,AE9,G30,101,JP,O,,,,,AUT SHIRWAL,,N03,,,,7-1203515-2,PC,"2,900",0,0,18622.84,0,0.00,0,0.000,0.0,06/24/2024,06/24/2024,
282104-1,AMP SUPERSEAL 1.5 SERIES 2P CA,ZHLB,,A03,Z501,78952848,,M098,PE01,,B,C,X,822,,,43121,AE9,IX3,101,IT,B,,,,,AUT SHIRWAL,,N38,,1.0,,282104-1,PC,"23,999",0,0,145090.51,0,0.00,0,0.000,0.0,03/13/2025,06/13/2025,
1-2454661-1,PIN CONTACT DC 6 O CLOCK,ZHLB,,A11,Z501,88984317,,J880,PE01,,C,C,N,822,,,14003,,IBY,101,IN,B,,,,,AUT SHIRWAL,,P27,,,,1-2454661-1,PC,230,0,0,53961.91,0,0.00,0,0.000,0.0,07/29/2025,07/29/2025,
2377811-1,WH HVAC MAHLE TATA Y1-FV VAVE,ZFRT,,F03,Z200,82129546,,L727,PE01,,C,C,N,822,,,43058,,,101,IN,A,,,,,AUT SHIRWAL FG,,895,,7.0,,2377811-1,PC,60,0,0,12067.47,0,0.00,0,0.000,0.0,04/23/2025,04/23/2025,
2495942-2,"34POS,HYBRID,TAB HSG,UNSLD,COD NEUT",ZHLB,,F01,Z200,2535175465,,M744,PE01,,C,C,N,822,,,43083,,,101,IN,A,,,,,AUT SHIRWAL FG,,NB5,,,,2495942-2,PC,480,0,0,6202.2,0,0.00,0,0.000,0.0,05/24/2025,05/31/2025,
1732727-1,"TPA, LOCK, M/P 150 GY, DELPHI 15324070",ZHLB,,A04,Z501,12122019,,M248,PE01,,C,C,N,822,,,43058,AE9,IIS,101,,A,,,,,AUT SHIRWAL,,895,,,,1732727-1,PC,"1,500",0,0,6985.28,0,0.00,0,0.000,0.0,,12/12/2019,
1412770-1,C23372A   7C453=GEHAUESE 5 POL,ZHLB,,A07,Z500,71395340,,M774,PE01,,C,C,X,822,,,43172,,IBY,101,IN,A,,,,,AUT SHIRWAL,,NBM,,,,1412770-1,PC,"12,000",0,0,42321.12,0,0.00,0,0.000,0.0,11/11/2024,11/11/2024,
1-1417667-1,TERMINAL left,ZHLB,,A05,Z501,49648429,,E951,,,C,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43061,,IBY,101,IN,B,O,,,,AUT SHIRWAL,,K27,,,,,PC,11,0,0,54.5,0,0.00,0,0.000,0.0,01/24/2024,01/24/2024,
21-1096316-02000,EJECTOR PIN,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1096316-02000,PC,66,0,0,0.0,0,0.00,0,0.000,0.0,,06/20/2025,
28-1949759-00501,SLIDE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1949759-00501,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,09/30/2024,
29-1819019-20625,Side Core,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-20625,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,03/06/2025,
1-1203458-6,WIRE FLRY-A 0.35MM2 BLACK-YELLOW-Leoni,ZHLB,,A04,Z501,82815500,,M289,PE01,,B,C,X,822,,,43186,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,N03,,,,1-1203458-6,M,583.130,0,0,2236.09,0,0.00,0,0.000,0.0,05/02/2025,05/02/2025,
2-1203458-9,"WIRE, FLRY-A, 0.35SQMM, BROWN-YELLOW",ZHLB,,A05,Z501,83740548,,L727,PE01,,C,N,N,822,,,43058,,IH1,101,,A,,,,,AUT SHIRWAL,,895,,,,2-1203458-9,M,"6,451.024",0,0,23125.5,0,0.00,0,0.000,0.0,05/14/2025,05/14/2025,
28-1819159-00351,CORE SUB INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1819159-00351,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
28-1209711-00107,Fornt Cavity Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,28-1209711-00107,PC,10,0,0,0.1,0,0.00,0,0.000,0.0,,10/14/2024,
2341027-1,DAMPER,ZHLB,,A05,Z501,87382116,,Y371,PE01,,C,C,N,822,,,42265,,IBY,101,IN,A,,,,,AUT SHIRWAL,,AK2,,,,2341027-1,PC,"1,000",0,0,1622.85,0,0.00,0,0.000,0.0,07/07/2025,07/07/2025,
2327979-1,"HALL,HAC3737",ZHLB,,A04,Z501,44093919,,K550,PE01,,B,C,N,822,,,42264,,IIS,101,DE,A,,,,,AUT SHIRWAL,,AK8,,,,2327979-1,PC,387,0,0,36436.41,0,0.00,0,0.000,0.0,04/10/2023,04/10/2023,
2288960-2,"SWS,SPT,LEAR 16259.627.646",ZHLB,,A05,Z501,37859798,,L727,PE01,,C,C,N,822,,,43058,,IH0,101,DE,A,,,,,AUT SHIRWAL,,895,,,,2288960-2,PC,460,0,0,1904.59,0,0.00,0,0.000,0.0,03/25/2024,03/26/2022,
2066209-1,TER 4 SQMM,ZHLB,,A05,Z501,74722090,,M289,PE01,,C,C,N,822,,,43186,AE9,G30,101,IN,A,,,,,AUT SHIRWAL,,N03,,,,2066209-1,PC,271,0,0,1733.4,0,0.00,0,0.000,0.0,12/31/2024,12/31/2024,
2013029-7,0.50 SERIES 24POS CAP ASSY SMT TYPE,ZFRT,,F02,Z200,88994946,,WA23,PE01,,A,C,N,822,,,43156,,,101,IN,A,,,,,AUT SHIRWAL FG,,N56,,7.0,,2013029-7,PC,"8,000",0,0,307360.0,"12,000",67.00,0,0.000,0.0,07/29/2025,07/30/2025,
59-1819951-30019,Cutter111P 61P,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,59-1819951-30019,PC,5,0,0,0.05,0,0.00,0,0.000,0.0,,05/29/2025,
368539-1,070 MLC PLUG HSG 6P(D.B),ZFRT,,A03,Z501,250605,,M129,PE01,,C,C,X,822,,,43110,AE9,IH1,101,KR,O,,,,,AUT SHIRWAL,,N18,,3.0,,368539-1,PC,"1,200",0,0,4236.62,0,0.00,0,0.000,0.0,05/03/2025,07/05/2025,
1337346-1,E3 RECEPT CONNECTOR HSG.,ZFRT,,A07,Z500,88886657,,M289,PE01,,B,C,X,822,,,43186,AE1,IH0,101,IN,C,,,,,AUT SHIRWAL,,N03,,,,1337346-1,PC,"6,000",0,0,20940.0,0,0.00,0,0.000,0.0,07/28/2025,07/28/2025,
29-1819019-20648,Side Core,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,29-1819019-20648,PC,6,0,0,0.06,0,0.00,0,0.000,0.0,,03/12/2025,
59-1068405-00023,PU 11_ L=1525_B=38_D=1 GEEL - transportb,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IX4,101,IN,,,,,,AUT SHIRWAL,,350,,,,59-1068405-00023,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,,
1915742-2,"COMPOUND, RAKU-SIL 10-S 13/9-1 PART B",ZROH,,A04,Z600,648928,,8101,PE01,,A,C,N,822,,,12302,,IIS,101,DE,A,,,,,AUT SHIRWAL,,029,,,,1915742-2,G,0.100,0,0,0.68,0,0.00,0,0.000,0.0,06/25/2022,08/11/2022,
2321109-7,"CONVOL.TUBE,PPAE BKWH 10ID L-150MM SLIT",ZHLB,,A05,Z630,45613454,,L727,PE01,,C,N,N,822,,,43058,,G63,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2321109-7,PC,"1,020",0,0,866.59,0,0.00,0,0.000,0.0,07/03/2023,07/03/2023,
21-1969511-00610,Core Insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1969511-00610,PC,4,0,0,0.04,0,0.00,0,0.000,0.0,,01/31/2025,
2066731-3,"WIRE, FLRY-A, 0.35SQMM, BLACK-GREEN",ZHLB,,A04,Z501,49995881,,L727,PE01,,C,C,N,822,,,43058,,IBY,101,IN,A,,,,,AUT SHIRWAL,,895,,,,2066731-3,M,"2,400",0,0,8347.3,0,0.00,0,0.000,0.0,02/05/2024,02/05/2024,
1719153-1,"4pos. 1,5mm System, harness",ZFRT,,A07,Z500,87905918,,M248,,,B,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43058,,IBY,101,IN,D,O,,,,AUT SHIRWAL,,895,,,,,PC,53,0,0,21063.79,0,0.00,0,0.000,0.0,07/15/2025,07/15/2025,
2286191-1,XENON HARNESS S/ASSY (CABIN SIDE) LHD,ZFRT,,F03,Z200,85389746,,L727,PE01,,C,C,N,822,,,43058,AE9,IH0,101,IN,B,,,,,AUT SHIRWAL FG,,895,,8.0,,2286191-1,PC,270,0,0,124572.6,0,0.00,0,0.000,0.0,06/06/2025,06/06/2025,09/30/2034
2378368-2,CABLE HARNESS LV,ZFRT,,F04,Z200,89029580,,M248,PE01,,A,C,N,822,,,43058,,,101,IN,C,,,,,AUT SHIRWAL FG,,895,,7.0,,2378368-2,PC,800,0,0,452848.0,0,0.00,0,0.000,0.0,07/30/2025,07/30/2025,
956301-3,"WIRE FLRY-0,5A TINNED, LEITUNG FLRY-0,5-",ZFRT,,A04,Z501,87479270,,M248,PE01,,C,C,N,822,,,43058,AE9,IIS,101,TR,A,,,,,AUT SHIRWAL,,895,,,,956301-3,M,"13,100",0,0,75962.97,0,0.00,0,0.000,0.0,07/09/2025,07/09/2025,
967056-1,MQS BLINDSTOPFEN4MM,ZHLB,,A03,Z501,2022-01-09,,M819,PE01,,C,C,X,822,,,43153,AE9,IBZ,101,AT,B,,,,,AUT SHIRWAL,,NC0,,1.0,,967056-1,PC,"19,320",0,0,5062.42,0,0.00,0,0.000,0.0,01/11/2022,03/26/2022,
31-1014632-00003,Kostka,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,31-1014632-00003,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,,
51-0138907-01027,PUSHER HOLDER,ZPTL,,A03,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-0138907-01027,PC,25,0,0,0.25,0,0.00,0,0.000,0.0,,10/22/2024,
1719014-1,RETAINER PLATE 20 POS,ZHLB,,A05,Z501,2571C50623,,M237,PE01,,C,C,X,822,,,43169,,IBY,101,DE,A,,,,,AUT SHIRWAL,,N02,,,,1719014-1,PC,"10,000",0,0,103264.6,0,0.00,0,0.000,0.0,06/23/2025,07/26/2025,
1563336-1,16POS MQS REC COD A,ZFRT,,A03,Z501,83666540,,M133,PE01,,C,C,N,822,,,43169,,IH2,101,HU,A,,,,,AUT SHIRWAL,,N02,,1.0,,1563336-1,PC,"1,600",0,0,4264.26,0,0.00,0,0.000,0.0,05/15/2025,07/01/2025,
2822343-1,MINI MLC PLUG HSG ASSY 7P,ZFRT,,A03,Z501,2720177286,,M103,PE01,,C,C,X,822,,,43110,AE9,IH3,101,JP,A,,,,,AUT SHIRWAL,,N18,,2.0,,2822343-1,PC,500,0,0,3841.53,0,0.00,0,0.000,0.0,06/29/2022,04/05/2023,
1719153-1,"4pos. 1,5mm System, harness",ZFRT,,A07,Z500,87209630,,M248,,,B,,X,822,410922.0,ANIL PLASTICS & ENTERPRISES,43058,,IBY,101,IN,D,O,,,,AUT SHIRWAL,,895,,,,,PC,6,0,0,2384.58,0,0.00,0,0.000,0.0,07/04/2025,07/04/2025,
2344235-1,"NU-SLEEVE AG-155 A BK AWG 4, 5MM DIA",ZHLB,,A04,Z501,83891353,,A149,PE01,,C,C,N,822,,,43058,,IIS,101,FR,A,,,,,AUT SHIRWAL,,895,,,,2344235-1,M,"1,216",0,0,46800.57,0,0.00,0,0.000,0.0,05/16/2025,05/16/2025,
21-1976519-00527,CORE INSERT,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976519-00527,PC,2,0,0,0.02,0,0.00,0,0.000,0.0,,01/23/2025,
3-1718525-2,"TAB 2,8 X 0,8",ZHLB,,A03,Z501,85661658,,M041,PE01,,B,C,X,822,,,43127,,IBY,101,DE,A,,,,,AUT SHIRWAL,,N05,,,,3-1718525-2,PC,"22,515.420",0,0,110597.54,0,0.00,0,0.000,0.0,06/13/2025,07/28/2025,
21-1976381-00130,Cavity insert,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,21-1976381-00130,PC,10,0,0,0.0,0,0.00,0,0.000,0.0,,07/07/2025,
5039304024,DR-25-1/2-0-SP,ZFRT,,A03,Z501,21062017,,C343,PE01,,C,C,X,822,,,13048,AE9,,101,,O,,,,,AUT SHIRWAL,,652,,,,DR-25-1/2-0-SP,M,60,0,0,6926.04,0,0.00,0,0.000,0.0,04/24/2017,05/21/2020,
9-2392344-1,"DIA 6MM,PIN TERMINAL,ASSEMBLY",ZHLB,,A11,Z501,43002291,,A234,PE01,,C,N,N,822,,,42113,,IH6,101,,3,,,,,AUT SHIRWAL,,AQ5,,2.0,,9-2392344-1,PC,102,0,0,22770.34,0,0.00,0,0.000,0.0,02/06/2023,02/06/2023,
51-1819173-10571,Servo Motor,ZPTL,,A05,Z600,,,9789,PE04,,,N,N,822,,,12302,,IH6,101,IN,,,,,,AUT SHIRWAL,,350,,,,51-1819173-10571,PC,1,0,0,0.01,0,0.00,0,0.000,0.0,,06/05/2024,
51-1014642-50485,NACHDRUCKBACKEN 1,ZPTL,,,,,,9789,PE04,,,N,N,822,,,12302,,,101,,,,,,,,,350,,,,51-1014642-50485,PC,15,0,0,0.15,0,0.00,0,0.000,0.0,,,
2311590-2,"GROMMET,DIA 8MM,RUBERCRAFT",ZHLB,,A05,Z501,87170945,,L727,PE01,,C,C,N,822,,,43058,AE9,ZLP,101,IN,B,,,,,AUT SHIRWAL,,895,,,,2311590-2,PC,416,0,0,2705.98,0,0.00,0,0.000,0.0,07/04/2025,07/03/2025,
1-2454791-1,PIN CONTACT DC 9 O CLOCK,ZHLB,,A11,Z501,88983946,,J880,PE01,,C,C,N,822,,,14003,,IBY,101,IN,B,,,,,AUT SHIRWAL,,P27,,,,1-2454791-1,PC,570,0,0,156465.68,0,0.00,0,0.000,0.0,07/29/2025,07/29/2025,
2208609-1,"CABLE CHANNEL,AUTOLIV",ZHLB,,A03,Z501,48043381,,A212,PE01,,C,C,N,822,,,43187,,IJX,101,DE,A,,,,,AUT SHIRWAL,,G03,,,,2208609-1,PC,"19,350",0,0,185726.91,0,0.00,0,0.000,0.0,11/11/2023,01/09/2025,
2291951-1,WH HKG LHD WO PTC,ZFRT,,F04,Z100,88789900,,L727,PE01,,A,C,N,822,,,43058,AE9,,101,IN,H,,,,,AUT SHIRWAL FG,,895,,7.0,,2291951-1,PC,"1,200",0,0,455760.0,0,0.00,0,0.000,0.0,07/30/2025,07/30/2025,
2338584-2,"ASSY, 2P AKI SQUIB,L-1550",ZFRT,,F03,Z100,47669132,,L733,PE01,,C,C,N,822,,,43187,AE9,,101,IN,C,,,,,AUT SHIRWAL FG,,G03,,7.0,,2338584-2,PC,"1,700",0,0,92514.0,0,0.00,0,0.000,0.0,10/26/2023,10/27/2023,
5-1203431-9,"WIRE,FLRY-B,0.5,ORANGE/BLACK",ZHLB,,A05,Z501,85991196,,M289,PE01,,C,C,X,822,,,43186,AE9,IH1,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,5-1203431-9,M,"7,607.312",0,0,35564.56,0,0.00,0,0.000,0.0,06/16/2025,06/16/2025,
1-2066701-5,"CABLE,0.35 SQMM,FLRY-A,VIOLET-GRAY",ZHLB,,A04,Z501,04182025,,L727,PE01,,C,C,N,822,,,43058,AE9,IIS,101,,A,,,,,AUT SHIRWAL,,895,,,,1-2066701-5,M,3.844,0,0,14.74,0,0.00,0,0.000,0.0,,04/18/2025,
1417664-1,cable guide,ZHLB,,A02,Z500,2109720590,,E951,PE01,,C,C,X,822,,,43061,,IBY,101,IN,B,,,,,AUT SHIRWAL,,K27,,,,1417664-1,PC,100,0,0,3060.0,0,0.00,0,0.000,0.0,03/06/2021,05/26/2022,
1203431-1,"WIRE,FLRY-B,0.5,BLACK",ZHLB,,A05,Z501,77570846,,M289,PE01,,C,C,X,822,,,43186,AE9,IH6,101,IN,NR,,,,,AUT SHIRWAL,,N03,,,,1203431-1,M,"2,735.590",0,0,12789.02,0,0.00,0,0.000,0.0,02/17/2025,02/17/2025,
2-235553-5,"0.35mm sq cbl,FLRY-B, YE-GN",ZROH,,A04,Z501,85724884,,8004,PE01,,C,C,X,822,,,12302,AE9,IIS,101,TR,O,,,,,AUT SHIRWAL,,029,,,,2-235553-5,M,"17,029",0,0,59606.78,0,0.00,0,0.000,0.0,06/12/2025,06/12/2025,
2321621-1,WH HVAC MAHLE VECV 1900,ZFRT,,A02,Z200,34483569,,L727,PE01,,C,C,N,822,,,43058,AE9,,101,IN,A,,,,,AUT SHIRWAL,,895,,7.0,,2321621-1,PC,5,0,0,2247.65,0,0.00,0,0.000,0.0,09/02/2021,09/02/2021,
2317849-1,"CABLE,0.35 SQMM,BK,FLRY-A,MALHOTRA",ZHLB,,A05,Z501,85050240,,A405,PE01,,B,C,N,822,,,41371,,IH7,101,IN,A,,,,,AUT SHIRWAL,,072,,,,2317849-1,M,"12,600",0,0,44907.91,0,0.00,0,0.000,0.0,05/31/2025,05/31/2025,
0989076002,RBK-ILS-125-NR2-0-50MM,ZFRT,,A03,Z501,21TR6620,,C184,PE01,,C,C,X,822,,,30050,AE9,IX3,101,CZ,O,,,,,AUT SHIRWAL,,766,,,,RBK-ILS-125-NR2-0-50MM,PC,"7,500",0,0,12612.68,0,0.00,0,0.000,0.0,11/20/2021,03/15/2022,
